,Name,Year,Global_Sales
10501,The Legend of Alon D'ar,2001.0,0.08
10502,The Legend of Dragoon,1999.0,1.86
10503,The Legend of Heroes II: Prophecy of the Moonlight Witch,2004.0,0.14
10504,The Legend of Heroes III: Song of the Ocean,2006.0,0.03
10505,The Legend of Heroes VII: The Trail of Blue,2011.0,0.2
10506,The Legend of Heroes VII: The Trail of Blue,2014.0,0.06
10507,The Legend of Heroes VII: The Trail of Zero,2010.0,0.16
10508,The Legend of Heroes VII: The Trail of Zero,2012.0,0.07
10509,The Legend of Heroes: A Tear of Vermillion,2005.0,0.09
10510,The Legend of Heroes: Trails in the Sky First Chapter,2006.0,0.21
10511,The Legend of Heroes: Trails in the Sky First Chapter,2012.0,0.04
10512,The Legend of Heroes: Trails in the Sky First Chapter,2015.0,0.07
10513,The Legend of Heroes: Trails in the Sky SC Evolution,2015.0,0.03
10514,The Legend of Heroes: Trails in the Sky Second Chapter,2007.0,0.06
10515,The Legend of Heroes: Trails in the Sky Second Chapter,2013.0,0.02
10516,The Legend of Heroes: Trails in the Sky Third Chapter,2008.0,0.07
10517,The Legend of Heroes: Trails in the Sky Third Chapter,2013.0,0.01
10518,The Legend of Heroes: Trails in the Sky Third Chapter,2016.0,0.02
10519,The Legend of Heroes: Trails of Cold Steel,2013.0,0.53
10520,The Legend of Heroes: Trails of Cold Steel II,2014.0,0.27
10521,The Legend of Kage 2,2008.0,0.08
10522,The Legend of Korra (3DS),2014.0,0.03
10523,The Legend of Legacy,2015.0,0.25
10524,The Legend of Spyro: A New Beginning,2006.0,0.5700000000000001
10525,The Legend of Spyro: Dawn of the Dragon,2008.0,2.2199999999999998
10526,The Legend of Spyro: The Eternal Night,2007.0,1.01
10527,The Legend of Zelda,1986.0,6.51
10528,The Legend of Zelda: A Link Between Worlds,2013.0,3.07
10529,The Legend of Zelda: A Link to the Past,1991.0,4.61
10530,The Legend of Zelda: A Link to the Past,2002.0,2.7
10531,The Legend of Zelda: Four Swords Adventures,2004.0,0.81
10532,The Legend of Zelda: Link's Awakening,1992.0,3.83
10533,The Legend of Zelda: Link's Awakening DX,1998.0,2.22
10534,The Legend of Zelda: Majora's Mask,2000.0,3.36
10535,The Legend of Zelda: Majora's Mask 3D,2015.0,2.32
10536,The Legend of Zelda: Ocarina of Time,1998.0,7.6
10537,The Legend of Zelda: Ocarina of Time,2011.0,4.21
10538,The Legend of Zelda: Oracle of Ages,2001.0,1.92
10539,The Legend of Zelda: Oracle of Seasons,2001.0,1.86
10540,The Legend of Zelda: Phantom Hourglass,2007.0,5.17
10541,The Legend of Zelda: Skyward Sword,2011.0,4.1
10542,The Legend of Zelda: Spirit Tracks,2009.0,3.38
10543,The Legend of Zelda: The Minish Cap,2004.0,1.42
10544,The Legend of Zelda: The Wind Waker,2002.0,4.6
10545,The Legend of Zelda: The Wind Waker,2013.0,1.77
10546,The Legend of Zelda: Tri Force Heroes,2015.0,1.1
10547,The Legend of Zelda: Twilight Princess,2006.0,8.9
10548,The Legend of Zelda: Twilight Princess HD,2016.0,0.94
10549,The Legend of the Mystical Ninja,1991.0,0.48
10550,The Legendary Starfy,2008.0,0.86
10551,The Longest Journey,1999.0,0.02
10552,The Lord of the Rings Online: Mines of Moria,2008.0,0.02
10553,The Lord of the Rings: Aragorn's Quest,2010.0,0.71
10554,The Lord of the Rings: Conquest,2009.0,1.54
10555,The Lord of the Rings: The Battle for Middle-Earth,2004.0,0.08
10556,The Lord of the Rings: The Battle for Middle-Earth II,2006.0,0.08
10557,The Lord of the Rings: The Fellowship of the Ring,2002.0,1.73
10558,The Lord of the Rings: The Return of the King,2003.0,5.67
10559,The Lord of the Rings: The Third Age,2004.0,1.0899999999999999
10560,The Lord of the Rings: The Two Towers,2002.0,6.65
10561,The Lord of the Rings: War in the North,2011.0,0.18
10562,The Lost Chronicles of Zerzura,2012.0,0.06
10563,The Lost Treasures of Alexandria,2011.0,0.05
10564,The Lost Vikings,2003.0,0.05
10565,The Lost World: Jurassic Park,1997.0,1.02
10566,The Magic School Bus: Oceans,2011.0,0.23
10567,The Magical Quest starring Mickey Mouse,1992.0,1.21
10568,The Mark of Kri,2002.0,0.46
10569,The Matrix: Path of Neo,2005.0,0.8
10570,The Misadventures of Tron Bonne,1999.0,0.05
10571,The Monkey King: The Legend Begins,2007.0,0.04
10572,The Movies,2005.0,0.04
10573,The Mummy,2002.0,0.02
10574,The Mummy Returns,2001.0,0.5
10575,The Mummy: Tomb of the Dragon Emperor,2008.0,0.42999999999999994
10576,The Munchables,2009.0,0.19
10577,The Mysterious Case of Dr. Jekyll and Mr. Hyde,2010.0,0.06
10578,The Mysterious Murasame Castle,1986.0,0.57
10579,The Naked Brothers Band: The Video Game,2008.0,0.5800000000000001
10580,The New Tetris,1999.0,0.29
10581,The New York Times Crosswords,2007.0,0.45
10582,The Next BIG Thing,2011.0,0.06
10583,The Next Tetris,1998.0,0.81
10584,The Night of the Rabbit,2013.0,0.04
10585,The Nightmare of Druaga: Fushigino Dungeon,2004.0,0.05
10586,The Operative: No One Lives Forever,2002.0,0.14
10587,The Orange Box,2007.0,3.0500000000000003
10588,The Order: 1886,2015.0,1.72
10589,The Oregon Trail,2011.0,0.28
10590,The Outfit,2006.0,0.25
10591,The Peanuts Movie: Snoopy's Grand Adventure,2015.0,0.09
10592,The Penguins of Madagascar,2010.0,0.27
10593,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,2011.0,0.4099999999999999
10594,The Perfect Golf,1995.0,0.03
10595,The Pinball of the Dead,2002.0,0.06
10596,The Polar Express,2004.0,0.53
10597,The Powerpuff Girls: Chemical X-Traction,2001.0,0.41000000000000003
10598,The Powerpuff Girls: Him and Seek,2002.0,0.43
10599,The Powerpuff Girls: Relish Rampage,2002.0,0.52
10600,The Price is Right,2008.0,1.33
10601,The Price is Right 2010 Edition,2009.0,0.37
10602,The Price is Right: Decades,2011.0,0.24
10603,The Princess and the Frog,2009.0,1.1099999999999999
10604,The Professor's Brain Trainer: Logic,2005.0,0.02
10605,The Punisher,2005.0,0.81
10606,The Putter Golf,2001.0,0.07
10607,The Quest Trio,2008.0,0.15
10608,The Raiden Project,1995.0,0.23
10609,The Revenge of Shinobi,2002.0,0.09
10610,The Ripping Friends,2002.0,0.04
10611,The Rise of the Argonauts,2008.0,0.37
10612,The Rub Rabbits!,2005.0,0.07
10613,The Saboteur,2009.0,1.07
10614,The Scorpion King: Rise of the Akkadian,2002.0,0.34
10615,The Scorpion King: Sword of Osiris,2002.0,0.19
10616,The Secret Saturdays: Beasts of the 5th Sun,2009.0,0.42
10617,The Secret World,2012.0,0.17
10618,The Settlers,2007.0,0.11
10619,The Settlers 7: Paths to a Kingdom,2010.0,0.32
10620,The Settlers II 10th Anniversary,2006.0,0.03
10621,The Settlers IV,2001.0,0.02
10622,The Settlers: Rise of an Empire,2007.0,0.02
10623,The Seven Deadly Sins: Unjust Sin,2015.0,0.08
10624,The Shoot,2010.0,0.35
10625,The Simpsons Game,2007.0,7.12
10626,The Simpsons Skateboarding,2002.0,1.52
10627,The Simpsons: Hit & Run,2003.0,7.040000000000001
10628,The Simpsons: Road Rage,2001.0,4.9
10629,The Simpsons: Road Rage,2003.0,1.19
10630,The Sims,2000.0,0.05
10631,The Sims,2003.0,3.6799999999999997
10632,The Sims 2,2004.0,0.3
10633,The Sims 2,2005.0,4.12
10634,The Sims 2: Apartment Life,2008.0,0.09
10635,The Sims 2: Apartment Pets,2008.0,0.7
10636,The Sims 2: Bon Voyage,2007.0,0.03
10637,The Sims 2: Castaway,2007.0,3.1300000000000003
10638,The Sims 2: Family Fun Stuff,2006.0,0.02
10639,The Sims 2: Glamour Life Stuff,2006.0,0.03
10640,The Sims 2: Happy Holiday Stuff,2006.0,0.02
10641,The Sims 2: Ikea Home Stuff,2008.0,0.08
10642,The Sims 2: Nightlife,2005.0,1.27
10643,The Sims 2: Open for Business,2006.0,0.52
10644,The Sims 2: Pets,2006.0,3.4999999999999996
10645,The Sims 2: Pets,2007.0,0.48
10646,The Sims 2: Seasons,2007.0,0.07
10647,The Sims 2: University,2005.0,0.06
10648,The Sims 3,2009.0,8.11
10649,The Sims 3,2010.0,6.580000000000001
10650,The Sims 3,2011.0,0.76
10651,The Sims 3: Ambitions,2010.0,0.47
10652,The Sims 3: Barnacle Bay,2011.0,0.07
10653,The Sims 3: Fast Lane Stuff,2010.0,0.08
10654,The Sims 3: Generations,2011.0,0.63
10655,The Sims 3: High-End Loft Stuff,2010.0,0.67
10656,The Sims 3: Late Night Expansion Pack,2010.0,1.71
10657,The Sims 3: Outdoor Living Stuff,2011.0,0.47
10658,The Sims 3: Seasons,2012.0,0.17
10659,The Sims 3: Town Life Stuff,2011.0,0.34
10660,The Sims 3: World Adventures,2009.0,0.58
10661,The Sims 4,2014.0,2.97
10662,The Sims 4: Get Together,2015.0,0.19
10663,The Sims 4: Luxury Party Stuff,2015.0,0.02
10664,The Sims 4: Spa Day,2015.0,0.04
10665,The Sims Deluxe,2002.0,0.04
10666,The Sims Medieval: Pirates and Nobles,2011.0,0.15
10667,The Sims: Bustin' Out,2003.0,4.98
10668,The Sims: Complete Collection,2005.0,0.02
10669,The Sims: Hot Date,2001.0,1.82
10670,The Sims: House Party,2001.0,2.16
10671,The Sims: Livin Large,2000.0,2.99
10672,The Sims: Makin' Magic,2003.0,1.92
10673,The Sims: Medieval,2011.0,0.69
10674,The Sims: Superstar,2003.0,1.68
10675,The Sims: Unleashed,2002.0,3.76
10676,The Sims: Vacation,2002.0,3.07
10677,The Sky Crawlers: Innocent Aces,2008.0,0.13
10678,The Sly Collection,2010.0,0.69
10679,The Smurfs,1998.0,0.04
10680,The Smurfs,2011.0,0.43
10681,The Smurfs 2,2013.0,0.6599999999999999
10682,The Smurfs: Dance Party,2011.0,0.29
10683,The Space Bar,1996.0,0.08
10684,The Spiderwick Chronicles,2008.0,0.38
10685,The SpongeBob SquarePants Movie,2004.0,4.7
10686,The Story of Noah's Ark,2010.0,0.1
10687,The Stronghold Collection,2009.0,0.13
10688,The Suffering,2004.0,0.64
10689,The Suffering: Ties That Bind,2005.0,0.26
10690,The Suite Life of Zack & Cody: Circle of Spies,2007.0,0.3
10691,The Suite Life of Zack & Cody: Tipton Trouble,2006.0,0.25
10692,The Sum of All Fears,2002.0,0.04
10693,The Sum of All Fears,2003.0,0.03
10694,The Tale of Despereaux,2008.0,0.45999999999999996
10695,The Talos Principle,2015.0,0.02
10696,The Technomancer,2016.0,0.08
10697,The Terminator: Dawn of Fate,2002.0,0.5599999999999999
10698,The Testament of Sherlock Holmes,2012.0,0.35000000000000003
10699,The Thing,2002.0,0.64
10700,The Tomb Raider Trilogy,2011.0,0.94
10701,The Train Giant,2012.0,0.01
10702,The Treasures of Montezuma,2010.0,0.04
10703,The Treasures of Mystery Island 3 Pack - Save Mystery Island!,2011.0,0.01
10704,The Typing of the Dead,2000.0,0.05
10705,The Ultimate Battle of the Sexes,2010.0,0.01
10706,The Ultimate Red Ball Challenge,2009.0,0.2
10707,The Unholy War,1998.0,0.13
10708,The Urbz: Sims In the City (US weekly sales),2004.0,0.29
10709,The Urbz: Sims in the City,2004.0,3.1199999999999997
10710,The Urbz: Sims in the City (all regions sales),2004.0,0.44
10711,The Voice,2014.0,0.18999999999999997
10712,The Void,2008.0,0.03
10713,The Walking Dead: Season One,2012.0,1.57
10714,The Walking Dead: Season One,2013.0,0.18
10715,The Walking Dead: Season One,2014.0,0.61
10716,The Walking Dead: Season Two,2014.0,0.87
10717,The Walking Dead: Survival Instinct,2013.0,1.29
10718,The Warriors,2005.0,0.81
10719,The Warriors,2007.0,0.28
10720,The Weakest Link,2001.0,0.09
10721,The Whispered World,2009.0,0.1
10722,The Wild Thornberrys Movie,2002.0,0.34
10723,The Wild Thornberrys: Animal Adventures,2000.0,0.17
10724,The Wild Thornberrys: Chimp Chase,2001.0,0.16
10725,The Wild West,2007.0,0.01
10726,The Witch and the Hundred Knight,2013.0,0.2
10727,The Witch and the Hundred Knight,2015.0,0.08
10728,The Witcher,2007.0,0.06
10729,The Witcher 2: Assassins of Kings,2011.0,0.96
10730,The Witcher 2: Assassins of Kings,2012.0,0.94
10731,The Witcher 3: Wild Hunt,2015.0,5.64
10732,The Witcher: Enhanced Edition,2008.0,0.32
10733,The Wizard of Oz: Beyond The Yellow Brick Road,2008.0,0.15
10734,The Wolf Among Us,2011.0,0.04
10735,The Wolf Among Us,2014.0,0.45
10736,The Wonderful 101,2013.0,0.41
10737,The World Ends With You,2007.0,0.86
10738,The X Files,1999.0,0.42
10739,The X Files: Resist or Serve,2004.0,0.12
10740,The X-Factor,2010.0,0.56
10741,Theatre Of War,2007.0,0.01
10742,Theatrhythm Dragon Quest,2015.0,0.15
10743,Theatrhythm Final Fantasy: Curtain Call,2014.0,0.37
10744,Theatrhythm: Final Fantasy,2012.0,0.5
10745,Theme Hospital,1997.0,2.4
10746,Theme Hospital,1998.0,0.09
10747,Theme Park,1994.0,0.6499999999999999
10748,Theme Park,2007.0,0.07
10749,Theme Park Roller Coaster,2000.0,0.48
10750,There,2002.0,0.06
10751,Theresia...,2008.0,0.06
10752,Thief (2014),2014.0,2.1
10753,Thief: Deadly Shadows,2004.0,0.17
10754,This War of Mine,2016.0,0.02
10755,Thomas & Friends: Hero of the Rails,2010.0,0.11
10756,Thomas and Friends: Steaming around Sodor,2015.0,0.02
10757,Thomas the Tank Engine & Friends,2004.0,0.19
10758,Thor: God of Thunder,2011.0,0.69
10759,Thoroughbred Breeder,1993.0,0.19
10760,Thoroughbred Breeder II,1994.0,0.27
10761,Thoroughbred Breeder II Plus,1995.0,0.04
10762,Thousand Arms,1998.0,0.12
10763,Thrasher Presents: Skate and Destroy,1998.0,0.39
10764,Threads of Fate,1999.0,0.21
10765,Thrillville,2006.0,0.8600000000000001
10766,Thrillville: Off the Rails,2007.0,1.1800000000000002
10767,Thunder Alley,2004.0,0.01
10768,Thunder Force V: Perfect System,1998.0,0.05
10769,Thunder Force VI,2008.0,0.02
10770,Thunder Truck Rally,1997.0,0.14
10771,ThunderStrike 2,1994.0,0.19
10772,Thunderbirds,2004.0,0.02
10773,Thunderstrike: Operation Phoenix,2001.0,0.34
10774,Tiger & Bunny: Hero's Day,2013.0,0.02
10775,Tiger & Bunny: On-Air Jack!,2012.0,0.03
10776,Tiger Woods 99 PGA Tour Golf,1997.0,1.53
10777,Tiger Woods PGA Tour,2004.0,0.15
10778,Tiger Woods PGA Tour,2005.0,0.21
10779,Tiger Woods PGA Tour 06,2005.0,1.9900000000000002
10780,Tiger Woods PGA Tour 07,2006.0,2.16
10781,Tiger Woods PGA Tour 08,2007.0,3.14
10782,Tiger Woods PGA Tour 09,2008.0,2.04
10783,Tiger Woods PGA Tour 09 All-Play,2008.0,1.43
10784,Tiger Woods PGA Tour 10,2009.0,3.0300000000000002
10785,Tiger Woods PGA Tour 11,2010.0,1.93
10786,Tiger Woods PGA Tour 12: The Masters,2011.0,1.9
10787,Tiger Woods PGA Tour 13,2012.0,1.06
10788,Tiger Woods PGA Tour 14,2013.0,0.75
10789,Tiger Woods PGA Tour 2000,1998.0,0.66
10790,Tiger Woods PGA Tour 2001,2001.0,0.74
10791,Tiger Woods PGA Tour 2002,2002.0,0.9
10792,Tiger Woods PGA Tour 2003,2002.0,2.31
10793,Tiger Woods PGA Tour 2004,2003.0,2.5900000000000003
10794,Tiger Woods PGA Tour 2005,2004.0,2.44
10795,Tiger Woods PGA Tour Golf,2002.0,0.04
10796,TigerShark,1997.0,0.07
10797,Tigger's Honey Hunt,2000.0,0.48000000000000004
10798,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,2004.0,0.34
10799,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,2005.0,0.09
10800,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,2005.0,0.14
10801,Time Commando,1996.0,0.17
10802,Time Crisis,1997.0,1.68
10803,Time Crisis 3,2003.0,0.61
10804,Time Crisis 4,2007.0,0.84
10805,Time Crisis II,2001.0,0.53
10806,Time Crisis: Crisis Zone,2004.0,0.22
10807,Time Crisis: Project Titan,2001.0,0.05
10808,Time Crisis: Razing Storm,2010.0,0.55
10809,Time Hollow,2008.0,0.16
10810,Time Leap,2009.0,0.01
10811,Time Travelers,2012.0,0.09999999999999999
10812,Time and Eternity,2012.0,0.17
10813,TimeShift,2007.0,0.58
10814,TimeSplitters,2000.0,0.43
10815,TimeSplitters 2,2002.0,1.7799999999999998
10816,TimeSplitters: Future Perfect,2005.0,0.48000000000000004
10817,Timeshock! Pro Pinball,1998.0,0.03
10818,Timmy Time,2011.0,0.03
10819,Tiny Tank,1998.0,0.34
10820,Tiny Toon Adventures: Plucky's Big Adventure,2001.0,0.27
10821,Tiny Toon Adventures: The Great Beanstalk,1998.0,0.31
10822,Tiny Toon Adventures: Toonenstein - Dare to Scare,1998.0,0.05
10823,Tiny Toon Adventures: Wacky Stackers,2001.0,0.02
10824,Titan Quest,2006.0,0.06
10825,Titanfall,2014.0,4.859999999999999
10826,Titanic Mystery,2010.0,0.1
10827,To Heart,1999.0,0.14
10828,To Heart 2 DX Plus,2011.0,0.05
10829,To Heart 2: Dungeon Travelers,2011.0,0.11
10830,To Heart 2: Dungeon Travelers,2015.0,0.05
10831,To Love-Ru Trouble Darkness: Battle Ecstasy,2014.0,0.05
10832,To Love-Ru Trouble: Darkness - True Princess,2015.0,0.02
10833,To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,2008.0,0.03
10834,To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,2008.0,0.03
10835,Toaru Kagaku no Chou Denjihou,2011.0,0.06
10836,Toaru Majutsu no Index,2011.0,0.1
10837,Toaru Majutsu no Kagaku no Ensemble,2013.0,0.03
10838,Tobal 2,1997.0,0.37
10839,Tobal No.1,1996.0,0.92
10840,Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,2011.0,0.01
10841,ToeJam & Earl III: Mission to Earth,2002.0,0.11
10842,Togainu no Chi: True Blood,2008.0,0.03
10843,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,2012.0,0.27
10844,Toki no Kizuna: Hanayui Tsuzuri,2013.0,0.02
10845,Toki no Kizuna: Sekigahara Kitan,2012.0,0.04
10846,Tokimeki Mahjong Paradise: Koi no Tenpai Beat,1995.0,0.04
10847,Tokimeki Memorial 2,1999.0,0.39
10848,Tokimeki Memorial 4,2009.0,0.08
10849,Tokimeki Memorial Girl's Side 1st Love Plus,2009.0,0.03
10850,Tokimeki Memorial Girl's Side 2nd Kiss,2006.0,0.05
10851,Tokimeki Memorial Girl's Side 3rd Story,2010.0,0.19
10852,Tokimeki Memorial Girl's Side Premium: 3rd Story,2012.0,0.07
10853,Tokimeki Memorial: Forever with You,1995.0,0.58
10854,Tokimeki Memorial: Forever with You,1996.0,0.38
10855,Tokimeki Memorial: Girl's Side,2002.0,0.08
10856,Tokimeki Memorial: Girl's Side 2nd Season,2008.0,0.11
10857,Tokimeki Memorial: Girls Side 1st Love,2007.0,0.05
10858,Tokimeki Memorial: Private Collection,1996.0,0.17
10859,Tokimeki Memorial: Taisen Pazurudama,1996.0,0.18
10860,Tokimeki no Houkago,1998.0,0.06
10861,Tokobot,2005.0,0.07
10862,Tokumei Sentai Go-Busters,2012.0,0.04
10863,Tokushu Houdoubu,2012.0,0.03
10864,Tokyo Beat Down,2008.0,0.08
10865,Tokyo Friend Park II DS,2006.0,0.02
10866,Tokyo Ghoul: Jail,2015.0,0.05
10867,Tokyo Highway Battle,1996.0,0.33
10868,Tokyo Jungle,2012.0,0.26
10869,Tokyo Majin Gakuen: Kenfuuchou,2008.0,0.03
10870,Tokyo Mew Mew,2002.0,0.02
10871,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,2010.0,0.06
10872,Tokyo Twilight Ghost Hunters,2014.0,0.18
10873,Tokyo Xanadu,2015.0,0.15
10874,Tokyo Xanadu eX+,2016.0,0.02
10875,Tokyo Xtreme Racer,1999.0,0.17
10876,Tokyo Xtreme Racer 3,2003.0,0.91
10877,Tokyo Xtreme Racer Advance,2005.0,0.06
10878,Tokyo Xtreme Racer DRIFT,2003.0,0.18
10879,Tokyo Xtreme Racer Zero,2000.0,1.5
10880,Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),2006.0,0.01
10881,Tom Clancy's Classic Trilogy,2004.0,0.1
10882,Tom Clancy's EndWar,2008.0,1.7700000000000002
10883,Tom Clancy's EndWar,2009.0,0.02
10884,Tom Clancy's Ghost Recon,2002.0,3.7
10885,Tom Clancy's Ghost Recon,2003.0,0.15
10886,Tom Clancy's Ghost Recon,2010.0,0.14
10887,Tom Clancy's Ghost Recon 2,2004.0,2.4400000000000004
10888,Tom Clancy's Ghost Recon 2,2005.0,0.07
10889,Tom Clancy's Ghost Recon 2: Summit Strike,2005.0,0.39
10890,Tom Clancy's Ghost Recon Advanced Warfighter,2006.0,1.87
10891,Tom Clancy's Ghost Recon Advanced Warfighter 2,2007.0,2.59
10892,Tom Clancy's Ghost Recon: Advanced Warfighter,2006.0,0.06
10893,Tom Clancy's Ghost Recon: Future Soldier,2012.0,2.6
10894,Tom Clancy's Ghost Recon: Island Thunder,2003.0,0.87
10895,Tom Clancy's Ghost Recon: Jungle Storm,2004.0,1.16
10896,Tom Clancy's Ghost Recon: Predator,2010.0,0.1
10897,Tom Clancy's Ghost Recon: Shadow Wars,2011.0,0.34
10898,Tom Clancy's HAWX,2009.0,1.19
10899,Tom Clancy's HAWX 2,2010.0,0.9400000000000001
10900,Tom Clancy's Rainbow Six,1999.0,2.28
10901,Tom Clancy's Rainbow Six 3,2003.0,1.55
10902,Tom Clancy's Rainbow Six 3,2004.0,0.8700000000000001
10903,Tom Clancy's Rainbow Six 3: Black Arrow,2004.0,1.13
10904,Tom Clancy's Rainbow Six: Lockdown,2005.0,0.81
10905,Tom Clancy's Rainbow Six: Rogue Spear,2001.0,0.23
10906,Tom Clancy's Rainbow Six: Rogue Spear,2002.0,0.11
10907,Tom Clancy's Rainbow Six: Siege,2015.0,3.66
10908,Tom Clancy's Rainbow Six: Vegas,2006.0,1.96
10909,Tom Clancy's Rainbow Six: Vegas,2007.0,1.99
10910,Tom Clancy's Rainbow Six: Vegas 2,2008.0,3.79
10911,Tom Clancy's Splinter Cell,2002.0,3.02
10912,Tom Clancy's Splinter Cell,2003.0,2.98
10913,Tom Clancy's Splinter Cell 3D,2011.0,0.3
10914,Tom Clancy's Splinter Cell Classic Trilogy HD,2011.0,0.02
10915,Tom Clancy's Splinter Cell Trilogy,2011.0,0.12
10916,Tom Clancy's Splinter Cell: Blacklist,2013.0,2.2800000000000002
10917,Tom Clancy's Splinter Cell: Chaos Theory,2005.0,2.23
10918,Tom Clancy's Splinter Cell: Conviction,2010.0,2.17
10919,Tom Clancy's Splinter Cell: Double Agent,2006.0,0.97
10920,Tom Clancy's Splinter Cell: Double Agent,2007.0,0.26
10921,Tom Clancy's Splinter Cell: Essentials,2006.0,0.2
10922,Tom Clancy's Splinter Cell: Pandora Tomorrow,2004.0,2.87
10923,Tom Clancy's The Division,2016.0,5.989999999999999
10924,Tom and Jerry Tales,2006.0,0.29
10925,Tom and Jerry in Fists of Furry,2000.0,0.16
10926,Tom and Jerry in House Trap,2000.0,0.2
10927,Tom and Jerry in War of the Whiskers,2002.0,0.26
10928,Tom and Jerry in War of the Whiskers,2003.0,0.07
10929,Tom and Jerry: Infurnal Escape,2003.0,0.16
10930,Tomb Raider,1996.0,5.66
10931,Tomb Raider (2013),2013.0,4.43
10932,Tomb Raider (2013),2014.0,2.01
10933,Tomb Raider Chronicles,1999.0,0.61
10934,Tomb Raider II,1997.0,7.53
10935,Tomb Raider III: Adventures of Lara Croft,1997.0,3.54
10936,Tomb Raider III: Adventures of Lara Croft,1998.0,0.62
10937,Tomb Raider: Anniversary,2007.0,2.37
10938,Tomb Raider: Legend,2006.0,1.6700000000000002
10939,Tomb Raider: The Last Revelation,1998.0,2.89
10940,Tomb Raider: The Prophecy,2002.0,0.14
10941,Tomb Raider: Underworld,2008.0,3.1100000000000003
10942,Tomb Raider: Underworld,2009.0,0.18
10943,Tomb Raider: Underworld (Others sales),2009.0,0.26
10944,Tomba!,1997.0,0.26
10945,Tomba! 2: The Evil Swine Return,1999.0,0.29
10946,Tomodachi Life,2013.0,5.15
10947,Tomoyo After: It's a Wonderful Life CS Edition,2007.0,0.01
10948,Tomoyo After: It's a Wonderful Life CS Edition,2009.0,0.04
10949,Tongari Boushi to Mahou no Otana,2010.0,0.44
10950,Tongari Boushi to Oshare na Mahou Tsukai,2011.0,0.24
10951,Tonic Trouble,1999.0,0.11
10952,Tonka Rescue Patrol,2003.0,0.06
10953,Tony Hawk's American Sk8land,2005.0,0.44999999999999996
10954,Tony Hawk's American Wasteland,2005.0,1.36
10955,Tony Hawk's American Wasteland (Old all region sales),2005.0,1.62
10956,Tony Hawk's American Wasteland (Weekly american sales),2005.0,1.45
10957,Tony Hawk's Downhill Jam,2006.0,0.22
10958,Tony Hawk's Motion,2008.0,0.21
10959,Tony Hawk's Pro Skater,1999.0,5.02
10960,Tony Hawk's Pro Skater,2000.0,3.44
10961,Tony Hawk's Pro Skater 2,2000.0,4.68
10962,Tony Hawk's Pro Skater 2,2001.0,1.94
10963,Tony Hawk's Pro Skater 2x,2001.0,0.63
10964,Tony Hawk's Pro Skater 3,2001.0,6.9
10965,Tony Hawk's Pro Skater 3,2002.0,1.1500000000000001
10966,Tony Hawk's Pro Skater 4,2002.0,5.75
10967,Tony Hawk's Pro Skater 5,2015.0,0.44
10968,Tony Hawk's Project 8,2006.0,2.55
10969,Tony Hawk's Proving Ground,2007.0,2.1500000000000004
10970,Tony Hawk's Underground,2003.0,6.47
10971,Tony Hawk's Underground 2,2004.0,4.11
10972,Tony Hawk's Underground 2 Remix,2005.0,0.82
10973,Tony Hawk: RIDE,2009.0,2.16
10974,Tony Hawk: Shred,2010.0,1.1
10975,Too Human,2008.0,0.79
10976,Top Angler: Real Bass Fishing,2002.0,0.11
10977,Top Gear Hyper-Bike,1999.0,0.06
10978,Top Gear Overdrive,1998.0,0.29
10979,Top Gear RPM Tuning,2005.0,0.02
10980,Top Gear Rally,1997.0,0.4
10981,Top Gear Rally,2003.0,0.09
10982,Top Gear Rally 2,1999.0,0.11
10983,Top Gun,2006.0,0.04
10984,Top Gun,2011.0,0.07
10985,Top Gun: Combat Zones,2001.0,0.92
10986,Top Gun: Combat Zones,2002.0,0.15
10987,Top Gun: Combat Zones,2004.0,0.1
10988,Top Gun: Fire at Will!,1996.0,0.55
10989,Top Gun: Firestorm Advance,2002.0,0.09
10990,Top Gun: Hard Lock,2012.0,0.09
10991,Top Shot Arcade,2011.0,0.14
10992,Top Spin,2003.0,0.46
10993,Top Spin,2005.0,0.1
10994,Top Spin 2,2006.0,0.22000000000000003
10995,Top Spin 3,2008.0,1.8599999999999999
10996,Top Spin 4,2011.0,1.2899999999999998
10997,ToraDora Portable!,2009.0,0.08
10998,Torchlight,2009.0,0.07
10999,Toriko: Gourmet Battle!,2013.0,0.06
11000,Toriko: Gourmet Monsters!,2012.0,0.16
11001,Toriko: Gourmet Survival!,2011.0,0.36
11002,Toriko: Ultimate Survival,2013.0,0.03
11003,Torino 2006,2006.0,0.17
11004,Tork: Prehistoric Punk,2005.0,0.03
11005,Tornado Outbreak,2009.0,0.28
11006,Torneko no Daibouken: Fushigi no Dungeon,1993.0,0.78
11007,Toro to Morimori,2009.0,0.01
11008,Toshochu: Run for Money,2012.0,0.62
11009,Total Immersion Racing,2002.0,0.13
